clip_id,variant_id,duration_ms,snr_db,audio_path,ground_truth,dataset,group_id,sr,rms,container_duration_ms,noise_amplitude,normalization
voxconverse_zrlyl_018_1000ms,voxconverse_zrlyl_018_1000ms_dur200ms_snr-10dB,200,-10,data/processed/experimental_variants/audio/train/voxconverse_zrlyl_018_1000ms_dur200ms_snr-10dB.wav,SPEECH,voxconverse,zrlyl,16000,0.0993078530110627,2000,0.0001,peak
voxconverse_udjij_012_1000ms,voxconverse_udjij_012_1000ms_dur40ms_snr+10dB,40,10,data/processed/experimental_variants/audio/train/voxconverse_udjij_012_1000ms_dur40ms_snr+10dB.wav,SPEECH,voxconverse,udjij,16000,0.0329286445039495,2000,0.0001,peak
voxconverse_ppgjx_035_1000ms,voxconverse_ppgjx_035_1000ms_dur100ms_snr-10dB,100,-10,data/processed/experimental_variants/audio/train/voxconverse_ppgjx_035_1000ms_dur100ms_snr-10dB.wav,SPEECH,voxconverse,ppgjx,16000,0.0483876844017844,2000,0.0001,peak
voxconverse_rcxzg_031_1000ms,voxconverse_rcxzg_031_1000ms_dur200ms_snr-5dB,200,-5,data/processed/experimental_variants/audio/train/voxconverse_rcxzg_031_1000ms_dur200ms_snr-5dB.wav,SPEECH,voxconverse,rcxzg,16000,0.1090434798371599,2000,0.0001,peak
esc50_1-65483-A-13_031_1000ms,esc50_1-65483-A-13_031_1000ms_dur80ms_snr-5dB,80,-5,data/processed/experimental_variants/audio/train/esc50_1-65483-A-13_031_1000ms_dur80ms_snr-5dB.wav,NONSPEECH,esc50,,16000,0.0397009428215655,2000,0.0001,peak
voxconverse_kkwkn_068_1000ms,voxconverse_kkwkn_068_1000ms_dur60ms_snr-5dB,60,-5,data/processed/experimental_variants/audio/train/voxconverse_kkwkn_068_1000ms_dur60ms_snr-5dB.wav,SPEECH,voxconverse,kkwkn,16000,0.0053118760929379,2000,0.0001,peak
esc50_2-71162-A-1_054_1000ms,esc50_2-71162-A-1_054_1000ms_dur20ms_snr-10dB,20,-10,data/processed/experimental_variants/audio/train/esc50_2-71162-A-1_054_1000ms_dur20ms_snr-10dB.wav,NONSPEECH,esc50,,16000,0.0141624773790948,2000,0.0001,peak
esc50_1-31251-A-6_034_1000ms,esc50_1-31251-A-6_034_1000ms_dur1000ms_snr+10dB,1000,10,data/processed/experimental_variants/audio/train/esc50_1-31251-A-6_034_1000ms_dur1000ms_snr+10dB.wav,NONSPEECH,esc50,,16000,0.0857451676608823,2000,0.0001,peak
esc50_3-146972-A-5_078_1000ms,esc50_3-146972-A-5_078_1000ms_dur80ms_snr-10dB,80,-10,data/processed/experimental_variants/audio/train/esc50_3-146972-A-5_078_1000ms_dur80ms_snr-10dB.wav,NONSPEECH,esc50,,16000,0.0966344116854898,2000,0.0001,peak
esc50_3-216281-A-39_001_1000ms,esc50_3-216281-A-39_001_1000ms_dur100ms_snr-10dB,100,-10,data/processed/experimental_variants/audio/train/esc50_3-216281-A-39_001_1000ms_dur100ms_snr-10dB.wav,NONSPEECH,esc50,,16000,0.0028901192932698,2000,0.0001,peak
esc50_3-119120-D-48_007_1000ms,esc50_3-119120-D-48_007_1000ms_dur100ms_snr-5dB,100,-5,data/processed/experimental_variants/audio/train/esc50_3-119120-D-48_007_1000ms_dur100ms_snr-5dB.wav,NONSPEECH,esc50,,16000,0.0037166729439691,2000,0.0001,peak
voxconverse_vmaiq_006_1000ms,voxconverse_vmaiq_006_1000ms_dur200ms_snr+10dB,200,10,data/processed/experimental_variants/audio/train/voxconverse_vmaiq_006_1000ms_dur200ms_snr+10dB.wav,SPEECH,voxconverse,vmaiq,16000,0.000477556018992,2000,0.0001,peak
esc50_2-83270-A-13_033_1000ms,esc50_2-83270-A-13_033_1000ms_dur500ms_snr+20dB,500,20,data/processed/experimental_variants/audio/train/esc50_2-83270-A-13_033_1000ms_dur500ms_snr+20dB.wav,NONSPEECH,esc50,,16000,0.1173565421895084,2000,0.0001,peak
esc50_4-172500-C-27_019_1000ms,esc50_4-172500-C-27_019_1000ms_dur60ms_snr-5dB,60,-5,data/processed/experimental_variants/audio/train/esc50_4-172500-C-27_019_1000ms_dur60ms_snr-5dB.wav,NONSPEECH,esc50,,16000,0.0250826323142393,2000,0.0001,peak
voxconverse_oxxwk_033_1000ms,voxconverse_oxxwk_033_1000ms_dur500ms_snr+0dB,500,0,data/processed/experimental_variants/audio/train/voxconverse_oxxwk_033_1000ms_dur500ms_snr+0dB.wav,SPEECH,voxconverse,oxxwk,16000,0.1347923666466051,2000,0.0001,peak
esc50_3-119120-D-48_007_1000ms,esc50_3-119120-D-48_007_1000ms_dur200ms_snr+20dB,200,20,data/processed/experimental_variants/audio/train/esc50_3-119120-D-48_007_1000ms_dur200ms_snr+20dB.wav,NONSPEECH,esc50,,16000,0.010148164490137,2000,0.0001,peak
esc50_4-168868-A-17_042_1000ms,esc50_4-168868-A-17_042_1000ms_dur500ms_snr+20dB,500,20,data/processed/experimental_variants/audio/train/esc50_4-168868-A-17_042_1000ms_dur500ms_snr+20dB.wav,NONSPEECH,esc50,,16000,0.0375072923923385,2000,0.0001,peak
voxconverse_qzwxa_061_1000ms,voxconverse_qzwxa_061_1000ms_dur100ms_snr-5dB,100,-5,data/processed/experimental_variants/audio/train/voxconverse_qzwxa_061_1000ms_dur100ms_snr-5dB.wav,SPEECH,voxconverse,qzwxa,16000,0.0456354274855999,2000,0.0001,peak
esc50_1-51035-A-16_047_1000ms,esc50_1-51035-A-16_047_1000ms_dur1000ms_snr+0dB,1000,0,data/processed/experimental_variants/audio/train/esc50_1-51035-A-16_047_1000ms_dur1000ms_snr+0dB.wav,NONSPEECH,esc50,,16000,0.1642700246372219,2000,0.0001,peak
esc50_4-161099-A-47_064_1000ms,esc50_4-161099-A-47_064_1000ms_dur100ms_snr-10dB,100,-10,data/processed/experimental_variants/audio/train/esc50_4-161099-A-47_064_1000ms_dur100ms_snr-10dB.wav,NONSPEECH,esc50,,16000,0.1346592172918498,2000,0.0001,peak
esc50_5-157204-B-16_027_1000ms,esc50_5-157204-B-16_027_1000ms_dur60ms_snr-5dB,60,-5,data/processed/experimental_variants/audio/train/esc50_5-157204-B-16_027_1000ms_dur60ms_snr-5dB.wav,NONSPEECH,esc50,,16000,0.0968133862686742,2000,0.0001,peak
esc50_1-65483-A-13_031_1000ms,esc50_1-65483-A-13_031_1000ms_dur20ms_snr+20dB,20,20,data/processed/experimental_variants/audio/train/esc50_1-65483-A-13_031_1000ms_dur20ms_snr+20dB.wav,NONSPEECH,esc50,,16000,0.0092666554692856,2000,0.0001,peak
esc50_5-160614-F-48_024_1000ms,esc50_5-160614-F-48_024_1000ms_dur500ms_snr-10dB,500,-10,data/processed/experimental_variants/audio/train/esc50_5-160614-F-48_024_1000ms_dur500ms_snr-10dB.wav,NONSPEECH,esc50,,16000,0.028427406469206,2000,0.0001,peak
voxconverse_jyflp_042_1000ms,voxconverse_jyflp_042_1000ms_dur500ms_snr+5dB,500,5,data/processed/experimental_variants/audio/train/voxconverse_jyflp_042_1000ms_dur500ms_snr+5dB.wav,SPEECH,voxconverse,jyflp,16000,0.0663665023895382,2000,0.0001,peak
esc50_4-168868-A-17_042_1000ms,esc50_4-168868-A-17_042_1000ms_dur500ms_snr-10dB,500,-10,data/processed/experimental_variants/audio/train/esc50_4-168868-A-17_042_1000ms_dur500ms_snr-10dB.wav,NONSPEECH,esc50,,16000,0.124168254514406,2000,0.0001,peak
voxconverse_ylnza_055_1000ms,voxconverse_ylnza_055_1000ms_dur60ms_snr+20dB,60,20,data/processed/experimental_variants/audio/train/voxconverse_ylnza_055_1000ms_dur60ms_snr+20dB.wav,SPEECH,voxconverse,ylnza,16000,0.0165955997106253,2000,0.0001,peak
esc50_5-201274-A-21_051_1000ms,esc50_5-201274-A-21_051_1000ms_dur40ms_snr+0dB,40,0,data/processed/experimental_variants/audio/train/esc50_5-201274-A-21_051_1000ms_dur40ms_snr+0dB.wav,NONSPEECH,esc50,,16000,0.001655521323941,2000,0.0001,peak
voxconverse_ywcwr_070_1000ms,voxconverse_ywcwr_070_1000ms_dur1000ms_snr-5dB,1000,-5,data/processed/experimental_variants/audio/train/voxconverse_ywcwr_070_1000ms_dur1000ms_snr-5dB.wav,SPEECH,voxconverse,ywcwr,16000,0.1242899300215022,2000,0.0001,peak
voxconverse_hqyok_065_1000ms,voxconverse_hqyok_065_1000ms_dur500ms_snr+5dB,500,5,data/processed/experimental_variants/audio/train/voxconverse_hqyok_065_1000ms_dur500ms_snr+5dB.wav,SPEECH,voxconverse,hqyok,16000,0.0726699470815193,2000,0.0001,peak
voxconverse_xvllq_044_1000ms,voxconverse_xvllq_044_1000ms_dur500ms_snr-10dB,500,-10,data/processed/experimental_variants/audio/train/voxconverse_xvllq_044_1000ms_dur500ms_snr-10dB.wav,SPEECH,voxconverse,xvllq,16000,0.2759322160894406,2000,0.0001,peak
esc50_2-83270-A-13_033_1000ms,esc50_2-83270-A-13_033_1000ms_dur20ms_snr+20dB,20,20,data/processed/experimental_variants/audio/train/esc50_2-83270-A-13_033_1000ms_dur20ms_snr+20dB.wav,NONSPEECH,esc50,,16000,0.0206228379287839,2000,0.0001,peak
voxconverse_rcxzg_031_1000ms,voxconverse_rcxzg_031_1000ms_dur20ms_snr-10dB,20,-10,data/processed/experimental_variants/audio/train/voxconverse_rcxzg_031_1000ms_dur20ms_snr-10dB.wav,SPEECH,voxconverse,rcxzg,16000,0.0806283464986595,2000,0.0001,peak
esc50_2-85434-A-27_058_1000ms,esc50_2-85434-A-27_058_1000ms_dur20ms_snr+0dB,20,0,data/processed/experimental_variants/audio/train/esc50_2-85434-A-27_058_1000ms_dur20ms_snr+0dB.wav,NONSPEECH,esc50,,16000,0.003517786646361,2000,0.0001,peak
esc50_5-202220-A-21_040_1000ms,esc50_5-202220-A-21_040_1000ms_dur40ms_snr+10dB,40,10,data/processed/experimental_variants/audio/train/esc50_5-202220-A-21_040_1000ms_dur40ms_snr+10dB.wav,NONSPEECH,esc50,,16000,0.0237773154752516,2000,0.0001,peak
voxconverse_zrlyl_018_1000ms,voxconverse_zrlyl_018_1000ms_dur20ms_snr+5dB,20,5,data/processed/experimental_variants/audio/train/voxconverse_zrlyl_018_1000ms_dur20ms_snr+5dB.wav,SPEECH,voxconverse,zrlyl,16000,0.0035812295891351,2000,0.0001,peak
esc50_1-65483-A-13_031_1000ms,esc50_1-65483-A-13_031_1000ms_dur100ms_snr+10dB,100,10,data/processed/experimental_variants/audio/train/esc50_1-65483-A-13_031_1000ms_dur100ms_snr+10dB.wav,NONSPEECH,esc50,,16000,0.0227665183682116,2000,0.0001,peak
esc50_5-160614-F-48_024_1000ms,esc50_5-160614-F-48_024_1000ms_dur1000ms_snr+0dB,1000,0,data/processed/experimental_variants/audio/train/esc50_5-160614-F-48_024_1000ms_dur1000ms_snr+0dB.wav,NONSPEECH,esc50,,16000,0.0134293556454757,2000,0.0001,peak
esc50_3-142593-A-38_059_1000ms,esc50_3-142593-A-38_059_1000ms_dur40ms_snr+0dB,40,0,data/processed/experimental_variants/audio/train/esc50_3-142593-A-38_059_1000ms_dur40ms_snr+0dB.wav,NONSPEECH,esc50,,16000,0.0010395587209447,2000,0.0001,peak
voxconverse_vmaiq_006_1000ms,voxconverse_vmaiq_006_1000ms_dur500ms_snr+0dB,500,0,data/processed/experimental_variants/audio/train/voxconverse_vmaiq_006_1000ms_dur500ms_snr+0dB.wav,SPEECH,voxconverse,vmaiq,16000,0.0112217231190057,2000,0.0001,peak
voxconverse_zrlyl_018_1000ms,voxconverse_zrlyl_018_1000ms_dur80ms_snr+10dB,80,10,data/processed/experimental_variants/audio/train/voxconverse_zrlyl_018_1000ms_dur80ms_snr+10dB.wav,SPEECH,voxconverse,zrlyl,16000,0.0134337397650289,2000,0.0001,peak
esc50_2-37806-D-40_075_1000ms,esc50_2-37806-D-40_075_1000ms_dur1000ms_snr+5dB,1000,5,data/processed/experimental_variants/audio/train/esc50_2-37806-D-40_075_1000ms_dur1000ms_snr+5dB.wav,NONSPEECH,esc50,,16000,0.08333900772531,2000,0.0001,peak
voxconverse_gocbm_047_1000ms,voxconverse_gocbm_047_1000ms_dur500ms_snr-5dB,500,-5,data/processed/experimental_variants/audio/train/voxconverse_gocbm_047_1000ms_dur500ms_snr-5dB.wav,SPEECH,voxconverse,gocbm,16000,0.1508531449304286,2000,0.0001,peak
esc50_3-142593-A-38_059_1000ms,esc50_3-142593-A-38_059_1000ms_dur20ms_snr+5dB,20,5,data/processed/experimental_variants/audio/train/esc50_3-142593-A-38_059_1000ms_dur20ms_snr+5dB.wav,NONSPEECH,esc50,,16000,0.0004588329091367,2000,0.0001,peak
esc50_5-182012-A-36_014_1000ms,esc50_5-182012-A-36_014_1000ms_dur500ms_snr+0dB,500,0,data/processed/experimental_variants/audio/train/esc50_5-182012-A-36_014_1000ms_dur500ms_snr+0dB.wav,NONSPEECH,esc50,,16000,0.1236416787166646,2000,0.0001,peak
esc50_1-65483-A-13_031_1000ms,esc50_1-65483-A-13_031_1000ms_dur200ms_snr+0dB,200,0,data/processed/experimental_variants/audio/train/esc50_1-65483-A-13_031_1000ms_dur200ms_snr+0dB.wav,NONSPEECH,esc50,,16000,0.0450298594980996,2000,0.0001,peak
esc50_2-85434-A-27_058_1000ms,esc50_2-85434-A-27_058_1000ms_dur100ms_snr+20dB,100,20,data/processed/experimental_variants/audio/train/esc50_2-85434-A-27_058_1000ms_dur100ms_snr+20dB.wav,NONSPEECH,esc50,,16000,0.0170319478930586,2000,0.0001,peak
voxconverse_rcxzg_031_1000ms,voxconverse_rcxzg_031_1000ms_dur200ms_snr+20dB,200,20,data/processed/experimental_variants/audio/train/voxconverse_rcxzg_031_1000ms_dur200ms_snr+20dB.wav,SPEECH,voxconverse,rcxzg,16000,0.053854272143172,2000,0.0001,peak
esc50_5-157204-B-16_027_1000ms,esc50_5-157204-B-16_027_1000ms_dur20ms_snr-10dB,20,-10,data/processed/experimental_variants/audio/train/esc50_5-157204-B-16_027_1000ms_dur20ms_snr-10dB.wav,NONSPEECH,esc50,,16000,0.0972632924744857,2000,0.0001,peak
voxconverse_qzwxa_061_1000ms,voxconverse_qzwxa_061_1000ms_dur100ms_snr+10dB,100,10,data/processed/experimental_variants/audio/train/voxconverse_qzwxa_061_1000ms_dur100ms_snr+10dB.wav,SPEECH,voxconverse,qzwxa,16000,0.0234466612292066,2000,0.0001,peak
voxconverse_vmaiq_006_1000ms,voxconverse_vmaiq_006_1000ms_dur1000ms_snr+10dB,1000,10,data/processed/experimental_variants/audio/train/voxconverse_vmaiq_006_1000ms_dur1000ms_snr+10dB.wav,SPEECH,voxconverse,vmaiq,16000,0.0559906868732816,2000,0.0001,peak
voxconverse_hqyok_065_1000ms,voxconverse_hqyok_065_1000ms_dur100ms_snr+0dB,100,0,data/processed/experimental_variants/audio/train/voxconverse_hqyok_065_1000ms_dur100ms_snr+0dB.wav,SPEECH,voxconverse,hqyok,16000,0.0381014628446614,2000,0.0001,peak
voxconverse_jsmbi_020_1000ms,voxconverse_jsmbi_020_1000ms_dur60ms_snr+0dB,60,0,data/processed/experimental_variants/audio/train/voxconverse_jsmbi_020_1000ms_dur60ms_snr+0dB.wav,SPEECH,voxconverse,jsmbi,16000,0.0183116649872471,2000,0.0001,peak
esc50_2-165801-A-48_013_1000ms,esc50_2-165801-A-48_013_1000ms_dur200ms_snr-5dB,200,-5,data/processed/experimental_variants/audio/train/esc50_2-165801-A-48_013_1000ms_dur200ms_snr-5dB.wav,NONSPEECH,esc50,,16000,0.005618567808133,2000,0.0001,peak
voxconverse_ywcwr_070_1000ms,voxconverse_ywcwr_070_1000ms_dur60ms_snr-5dB,60,-5,data/processed/experimental_variants/audio/train/voxconverse_ywcwr_070_1000ms_dur60ms_snr-5dB.wav,SPEECH,voxconverse,ywcwr,16000,0.0056881169962078,2000,0.0001,peak
esc50_3-216281-A-39_001_1000ms,esc50_3-216281-A-39_001_1000ms_dur80ms_snr+10dB,80,10,data/processed/experimental_variants/audio/train/esc50_3-216281-A-39_001_1000ms_dur80ms_snr+10dB.wav,NONSPEECH,esc50,,16000,0.0008876602335795,2000,0.0001,peak
voxconverse_vmaiq_006_1000ms,voxconverse_vmaiq_006_1000ms_dur60ms_snr+0dB,60,0,data/processed/experimental_variants/audio/train/voxconverse_vmaiq_006_1000ms_dur60ms_snr+0dB.wav,SPEECH,voxconverse,vmaiq,16000,0.0004361534517613,2000,0.0001,peak
voxconverse_qjgpl_005_1000ms,voxconverse_qjgpl_005_1000ms_dur200ms_snr-10dB,200,-10,data/processed/experimental_variants/audio/train/voxconverse_qjgpl_005_1000ms_dur200ms_snr-10dB.wav,SPEECH,voxconverse,qjgpl,16000,0.1127262106696798,2000,0.0001,peak
voxconverse_hqyok_065_1000ms,voxconverse_hqyok_065_1000ms_dur100ms_snr+10dB,100,10,data/processed/experimental_variants/audio/train/voxconverse_hqyok_065_1000ms_dur100ms_snr+10dB.wav,SPEECH,voxconverse,hqyok,16000,0.0284573108397834,2000,0.0001,peak
voxconverse_jhdav_051_1000ms,voxconverse_jhdav_051_1000ms_dur500ms_snr+20dB,500,20,data/processed/experimental_variants/audio/train/voxconverse_jhdav_051_1000ms_dur500ms_snr+20dB.wav,SPEECH,voxconverse,jhdav,16000,0.0574544033785107,2000,0.0001,peak
esc50_1-115545-A-48_039_1000ms,esc50_1-115545-A-48_039_1000ms_dur1000ms_snr-10dB,1000,-10,data/processed/experimental_variants/audio/train/esc50_1-115545-A-48_039_1000ms_dur1000ms_snr-10dB.wav,NONSPEECH,esc50,,16000,0.2795379222399653,2000,0.0001,peak
esc50_3-119120-D-48_007_1000ms,esc50_3-119120-D-48_007_1000ms_dur200ms_snr-10dB,200,-10,data/processed/experimental_variants/audio/train/esc50_3-119120-D-48_007_1000ms_dur200ms_snr-10dB.wav,NONSPEECH,esc50,,16000,0.0336062925116545,2000,0.0001,peak
voxconverse_odkzj_067_1000ms,voxconverse_odkzj_067_1000ms_dur20ms_snr-10dB,20,-10,data/processed/experimental_variants/audio/train/voxconverse_odkzj_067_1000ms_dur20ms_snr-10dB.wav,SPEECH,voxconverse,odkzj,16000,0.0219868384170433,2000,0.0001,peak
esc50_4-175000-B-40_062_1000ms,esc50_4-175000-B-40_062_1000ms_dur20ms_snr-10dB,20,-10,data/processed/experimental_variants/audio/train/esc50_4-175000-B-40_062_1000ms_dur20ms_snr-10dB.wav,NONSPEECH,esc50,,16000,0.019668658557687,2000,0.0001,peak
esc50_5-157204-B-16_027_1000ms,esc50_5-157204-B-16_027_1000ms_dur100ms_snr-10dB,100,-10,data/processed/experimental_variants/audio/train/esc50_5-157204-B-16_027_1000ms_dur100ms_snr-10dB.wav,NONSPEECH,esc50,,16000,0.1664647773702016,2000,0.0001,peak
voxconverse_ypwjd_011_1000ms,voxconverse_ypwjd_011_1000ms_dur1000ms_snr+5dB,1000,5,data/processed/experimental_variants/audio/train/voxconverse_ypwjd_011_1000ms_dur1000ms_snr+5dB.wav,SPEECH,voxconverse,ypwjd,16000,0.0645327560010551,2000,0.0001,peak
esc50_3-62878-A-42_018_1000ms,esc50_3-62878-A-42_018_1000ms_dur1000ms_snr-5dB,1000,-5,data/processed/experimental_variants/audio/train/esc50_3-62878-A-42_018_1000ms_dur1000ms_snr-5dB.wav,NONSPEECH,esc50,,16000,0.4151648440565115,2000,0.0001,peak
esc50_2-59241-A-35_006_1000ms,esc50_2-59241-A-35_006_1000ms_dur60ms_snr-5dB,60,-5,data/processed/experimental_variants/audio/train/esc50_2-59241-A-35_006_1000ms_dur60ms_snr-5dB.wav,NONSPEECH,esc50,,16000,0.0456129455504359,2000,0.0001,peak
esc50_3-142593-A-38_059_1000ms,esc50_3-142593-A-38_059_1000ms_dur60ms_snr+20dB,60,20,data/processed/experimental_variants/audio/train/esc50_3-142593-A-38_059_1000ms_dur60ms_snr+20dB.wav,NONSPEECH,esc50,,16000,0.0031294550180392,2000,0.0001,peak
voxconverse_oxxwk_033_1000ms,voxconverse_oxxwk_033_1000ms_dur60ms_snr-10dB,60,-10,data/processed/experimental_variants/audio/train/voxconverse_oxxwk_033_1000ms_dur60ms_snr-10dB.wav,SPEECH,voxconverse,oxxwk,16000,0.0272431967163456,2000,0.0001,peak
voxconverse_eziem_007_1000ms,voxconverse_eziem_007_1000ms_dur500ms_snr+10dB,500,10,data/processed/experimental_variants/audio/train/voxconverse_eziem_007_1000ms_dur500ms_snr+10dB.wav,SPEECH,voxconverse,eziem,16000,0.0783279955390974,2000,0.0001,peak
voxconverse_rcxzg_031_1000ms,voxconverse_rcxzg_031_1000ms_dur80ms_snr+5dB,80,5,data/processed/experimental_variants/audio/train/voxconverse_rcxzg_031_1000ms_dur80ms_snr+5dB.wav,SPEECH,voxconverse,rcxzg,16000,0.0488718562982039,2000,0.0001,peak
voxconverse_gocbm_047_1000ms,voxconverse_gocbm_047_1000ms_dur80ms_snr+10dB,80,10,data/processed/experimental_variants/audio/train/voxconverse_gocbm_047_1000ms_dur80ms_snr+10dB.wav,SPEECH,voxconverse,gocbm,16000,0.0203364568752554,2000,0.0001,peak
voxconverse_uatlu_074_1000ms,voxconverse_uatlu_074_1000ms_dur500ms_snr+20dB,500,20,data/processed/experimental_variants/audio/train/voxconverse_uatlu_074_1000ms_dur500ms_snr+20dB.wav,SPEECH,voxconverse,uatlu,16000,0.0478682147963102,2000,0.0001,peak
esc50_2-59241-A-35_006_1000ms,esc50_2-59241-A-35_006_1000ms_dur60ms_snr+0dB,60,0,data/processed/experimental_variants/audio/train/esc50_2-59241-A-35_006_1000ms_dur60ms_snr+0dB.wav,NONSPEECH,esc50,,16000,0.0315270446265569,2000,0.0001,peak
esc50_5-201274-A-21_051_1000ms,esc50_5-201274-A-21_051_1000ms_dur200ms_snr-5dB,200,-5,data/processed/experimental_variants/audio/train/esc50_5-201274-A-21_051_1000ms_dur200ms_snr-5dB.wav,NONSPEECH,esc50,,16000,0.0065177406655395,2000,0.0001,peak
voxconverse_vmaiq_006_1000ms,voxconverse_vmaiq_006_1000ms_dur200ms_snr+0dB,200,0,data/processed/experimental_variants/audio/train/voxconverse_vmaiq_006_1000ms_dur200ms_snr+0dB.wav,SPEECH,voxconverse,vmaiq,16000,0.0006436239652812,2000,0.0001,peak
voxconverse_hqyok_065_1000ms,voxconverse_hqyok_065_1000ms_dur20ms_snr-10dB,20,-10,data/processed/experimental_variants/audio/train/voxconverse_hqyok_065_1000ms_dur20ms_snr-10dB.wav,SPEECH,voxconverse,hqyok,16000,0.0448046205695617,2000,0.0001,peak
esc50_2-71162-A-1_054_1000ms,esc50_2-71162-A-1_054_1000ms_dur200ms_snr+20dB,200,20,data/processed/experimental_variants/audio/train/esc50_2-71162-A-1_054_1000ms_dur200ms_snr+20dB.wav,NONSPEECH,esc50,,16000,0.0143636160461412,2000,0.0001,peak
voxconverse_hkzpa_036_1000ms,voxconverse_hkzpa_036_1000ms_dur60ms_snr+5dB,60,5,data/processed/experimental_variants/audio/train/voxconverse_hkzpa_036_1000ms_dur60ms_snr+5dB.wav,SPEECH,voxconverse,hkzpa,16000,0.0218513724946097,2000,0.0001,peak
voxconverse_qjgpl_005_1000ms,voxconverse_qjgpl_005_1000ms_dur100ms_snr+20dB,100,20,data/processed/experimental_variants/audio/train/voxconverse_qjgpl_005_1000ms_dur100ms_snr+20dB.wav,SPEECH,voxconverse,qjgpl,16000,0.0238096758082094,2000,0.0001,peak
esc50_5-182012-A-36_014_1000ms,esc50_5-182012-A-36_014_1000ms_dur1000ms_snr+0dB,1000,0,data/processed/experimental_variants/audio/train/esc50_5-182012-A-36_014_1000ms_dur1000ms_snr+0dB.wav,NONSPEECH,esc50,,16000,0.1756077619052025,2000,0.0001,peak
esc50_1-103995-A-30_008_1000ms,esc50_1-103995-A-30_008_1000ms_dur80ms_snr+0dB,80,0,data/processed/experimental_variants/audio/train/esc50_1-103995-A-30_008_1000ms_dur80ms_snr+0dB.wav,NONSPEECH,esc50,,16000,0.0001388041372645,2000,0.0001,peak
voxconverse_uatlu_074_1000ms,voxconverse_uatlu_074_1000ms_dur100ms_snr+10dB,100,10,data/processed/experimental_variants/audio/train/voxconverse_uatlu_074_1000ms_dur100ms_snr+10dB.wav,SPEECH,voxconverse,uatlu,16000,0.0174720163312012,2000,0.0001,peak
esc50_3-142593-A-38_059_1000ms,esc50_3-142593-A-38_059_1000ms_dur20ms_snr-5dB,20,-5,data/processed/experimental_variants/audio/train/esc50_3-142593-A-38_059_1000ms_dur20ms_snr-5dB.wav,NONSPEECH,esc50,,16000,0.0008218410887274,2000,0.0001,peak
esc50_3-142593-A-38_059_1000ms,esc50_3-142593-A-38_059_1000ms_dur40ms_snr+20dB,40,20,data/processed/experimental_variants/audio/train/esc50_3-142593-A-38_059_1000ms_dur40ms_snr+20dB.wav,NONSPEECH,esc50,,16000,0.0007369247206598,2000,0.0001,peak
voxconverse_eziem_007_1000ms,voxconverse_eziem_007_1000ms_dur80ms_snr+5dB,80,5,data/processed/experimental_variants/audio/train/voxconverse_eziem_007_1000ms_dur80ms_snr+5dB.wav,SPEECH,voxconverse,eziem,16000,0.0086212565116753,2000,0.0001,peak
voxconverse_ywcwr_070_1000ms,voxconverse_ywcwr_070_1000ms_dur60ms_snr+20dB,60,20,data/processed/experimental_variants/audio/train/voxconverse_ywcwr_070_1000ms_dur60ms_snr+20dB.wav,SPEECH,voxconverse,ywcwr,16000,0.0028087364091905,2000,0.0001,peak
voxconverse_qjgpl_005_1000ms,voxconverse_qjgpl_005_1000ms_dur1000ms_snr-5dB,1000,-5,data/processed/experimental_variants/audio/train/voxconverse_qjgpl_005_1000ms_dur1000ms_snr-5dB.wav,SPEECH,voxconverse,qjgpl,16000,0.1449068343715462,2000,0.0001,peak
esc50_3-166125-B-23_052_1000ms,esc50_3-166125-B-23_052_1000ms_dur500ms_snr+5dB,500,5,data/processed/experimental_variants/audio/train/esc50_3-166125-B-23_052_1000ms_dur500ms_snr+5dB.wav,NONSPEECH,esc50,,16000,0.0130847694927906,2000,0.0001,peak
voxconverse_udjij_012_1000ms,voxconverse_udjij_012_1000ms_dur40ms_snr-10dB,40,-10,data/processed/experimental_variants/audio/train/voxconverse_udjij_012_1000ms_dur40ms_snr-10dB.wav,SPEECH,voxconverse,udjij,16000,0.1037956940527559,2000,0.0001,peak
voxconverse_kckqn_077_1000ms,voxconverse_kckqn_077_1000ms_dur1000ms_snr+5dB,1000,5,data/processed/experimental_variants/audio/train/voxconverse_kckqn_077_1000ms_dur1000ms_snr+5dB.wav,SPEECH,voxconverse,kckqn,16000,0.117908818255781,2000,0.0001,peak
voxconverse_iqbww_050_1000ms,voxconverse_iqbww_050_1000ms_dur60ms_snr+20dB,60,20,data/processed/experimental_variants/audio/train/voxconverse_iqbww_050_1000ms_dur60ms_snr+20dB.wav,SPEECH,voxconverse,iqbww,16000,0.0361111951414194,2000,0.0001,peak
esc50_2-158746-B-2_053_1000ms,esc50_2-158746-B-2_053_1000ms_dur1000ms_snr+10dB,1000,10,data/processed/experimental_variants/audio/train/esc50_2-158746-B-2_053_1000ms_dur1000ms_snr+10dB.wav,NONSPEECH,esc50,,16000,0.0555501775475725,2000,0.0001,peak
voxconverse_zidwg_057_1000ms,voxconverse_zidwg_057_1000ms_dur100ms_snr+0dB,100,0,data/processed/experimental_variants/audio/train/voxconverse_zidwg_057_1000ms_dur100ms_snr+0dB.wav,SPEECH,voxconverse,zidwg,16000,0.0519050623512235,2000,0.0001,peak
voxconverse_ywcwr_070_1000ms,voxconverse_ywcwr_070_1000ms_dur20ms_snr+0dB,20,0,data/processed/experimental_variants/audio/train/voxconverse_ywcwr_070_1000ms_dur20ms_snr+0dB.wav,SPEECH,voxconverse,ywcwr,16000,0.0022582911523577,2000,0.0001,peak
